('吉林市骨伤医院', '二级甲等', '专科医院', '吉林省', '吉林市', '昌邑区', '126', '吉林市昌邑区天津街777号')
('西山煤电（集团）有限责任公司古交矿区总医院', '二级甲等', '综合医院', '山西省', '太原市', '古交市', '360', '山西省太原市古交市建设路')
('太原市南郊区中医骨髓炎医院', None, '综合医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市西大街')
('太原万柏林区精神病院', None, '专科医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市')
('太原市南郊区金胜医院', None, '综合医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市南郊区晋祠路三段68号')
('山西省水力工程局医院', None, '综合医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市南郊区杨家堡')
('太原钢铁公司迎新街医院', None, '综合医院', '山西省', '太原市', '万柏林区', '320', '山西省太原市迎新街7号')
('山西机器公司职工医院', None, '专科医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市小东门18号')
('太原市建筑工程总公司职工医院', None, '专科医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市教场巷乙字5号')
('太原市第四人民医院', None, '专科医院', '山西省', '太原市', '万柏林区', '620', '山西省太原市万柏林区西矿街269号')
('山西省中医食管癌研究所', None, '专科医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市五龙口东街109号')
('太原市中铁十二局中心医院', None, '专科医院', '山西省', '太原市', '万柏林区', '300', '山西省太原市万柏林区西矿街182号')
('山西脊椎病医院', None, '专科医院', '山西省', '太原市', '万柏林区', '132', '山西省太原市坞城南路169号')
('西山煤矿总公司职工总医院', '三级乙等', '综合医院', '山西省', '太原市', '万柏林区', '550', '太原市万柏林区太白东巷15号')
('山西省人民医院', '三级甲等', '综合医院', '山西省', '太原市', '万柏林区', '1500', '山西省太原市双塔寺东街29号')
('中铁十二局中心医院', '二级甲等', '综合医院', '山西省', '太原市', '万柏林区', '300', '山西省太原市万柏林区西矿街182号')
('山西医科大学附属第三医院', '二级甲等', '综合医院', '山西省', '太原市', '万柏林区', '0', '太原市迎泽西大街龙城广场路北')
('山西中医学院附属第二中医院', '二级甲等', '中医医院', '山西省', '太原市', '万柏林区', '300', '山西省太原市河西区晋祠路一段65号')
('山西医科大学第三医院', '二级甲等', '综合医院', '山西省', '太原市', '万柏林区', '300', '山西省太原市迎泽西大街龙城广场路北')
('太原市太行医院', '二级甲等', '综合医院', '山西省', '太原市', '万柏林区', '130', '山西省太原市并州南路489号')
('山西省心血管疾病医院', '三级甲等', '综合医院', '山西省', '太原市', '万柏林区', '150', '山西省太原市漪汾街18号')
('太原市南城区产科医院', None, '专科医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市南城区棉花巷21号')
('山西焦煤集团有限责任公司职工总医院', '一级甲等', '综合医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市万柏林区西矿街402号')
('太原纺织职工医院', '一级甲等', '专科医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市万柏林区众纺路439号')
('山西省太原第一监狱医院', '一级甲等', '综合医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市万柏林区西峪街171号')
('国营大众机械厂职工医院', '一级甲等', '专科医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市万柏林区和平南路后王街众纺路170号')
('山西省职工总医院', '一级甲等', '综合医院', '山西省', '太原市', '万柏林区', '0', '太原市河西区太白街')
('太原煤炭气化（集团）有限责任公司职工医院', '一级甲等', '专科医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市万柏林区前进路101号')
('山西焦煤公司西铭矿职工医院', '一级甲等', '专科医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市万柏林区大虎沟北街2号')
('山西省西山矿务职工总医院', '一级甲等', '综合医院', '山西省', '太原市', '万柏林区', '0', '太原市河西区北寒')
('山西三针脑血管病医院', '未定级', '专科医院', '山西省', '太原市', '万柏林区', '0', '山西省太原市万柏林区和平北路98号')
('山西华晋骨科医院', '三级未定', '专科医院', '山西省', '太原市', '万柏林区', '0', '太原市迎泽西大街前进路南段35号')
('山西长庚耳鼻喉医院', None, '专科医院', '山西省', '太原市', '迎泽区', '30', '太原市建设南路248号(双东东口)')
('上兰社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '尖草坪区', '0', '山西省太原市上兰村龙山大街')
('南寨社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '尖草坪区', '0', '山西省太原市迎新街北二巷9号')
('古城社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '尖草坪区', '0', '山西省太原市古城西街50号')
('光社社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '尖草坪区', '0', '山西省太原恒山路')
('尖草坪社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '尖草坪区', '0', '山西省太原市尖草坪花园后南街13号')
('迎新街社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '尖草坪区', '0', '山西省太原市是尖草坪区迎新街大同路口')
('汇丰社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '尖草坪区', '0', '山西省太原市胜利西街10号')
('太原市第九人民医院', '二级甲等', '综合医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市尖草坪区新兰路72号')
('山西省残疾人康复中心', None, '综合医院', '山西省', '太原市', '尖草坪区', '100', '山西省太原市寇庄西路42号')
('太原市中西医结合医院', '二级甲等', '中西医结合医院', '山西省', '太原市', '尖草坪区', '200', '北城区尖草坪花园后南街14号')
('太原东方男科医院', None, '专科医院', '山西省', '太原市', '尖草坪区', 0, '山西省太原市体育路学府苑（煤炭医院斜对面）')
('太原市尖草坪区向阳医院', None, '综合医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市向阳店正大街')
('太原市北城区中医院', None, '中医医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市北城区大同路109号')
('太原市尖草坪中心医院', None, '综合医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市迎宾南路49号')
('太原钢铁公司劳动卫生研究所', None, '综合医院', '山西省', '太原市', '尖草坪区', '146', '山西省太原市南城区尖草坪')
('山西省西山矿务局杜儿坪矿职工医院', None, '专科医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市西山矿务局小虎峪')
('山西省西山矿务局白家庄矿职工医院', None, '专科医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市古交区西曲')
('山西省国营兴安化学材料厂职工医院', None, '专科医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市北城区南寨')
('中国化学总公司第一化工建设公司职工医院', None, '专科医院', '山西省', '太原市', '尖草坪区', '163', '山西省太原市河西区义井')
('国营江阳化工厂职工医院', None, '专科医院', '山西省', '太原市', '尖草坪区', '150', '山西省太原市尖草坪中西留路18号')
('山西博爱医院', None, '综合医院', '山西省', '太原市', '尖草坪区', '173', '山西省太原市解放南路85号')
('华北工学院医院', '一级甲等', '综合医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市尖草坪区上兰镇华北工学院')
('太原泽祥医院', None, '综合医院', '山西省', '太原市', '尖草坪区', 0, '太原市尖草坪区恒山路西侧76号')
('太原市尖草坪区迎新街地区医院', None, '综合医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市尖草坪区迎新路65号')
('太原钢铁（集团）有限公司总医院曙光医院', '一级甲等', '综合医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市尖草坪区大同路332号')
('太原市尖草坪区柏板乡医院', None, '综合医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市尖草坪区柏板乡柏板村')
('山西新华化工厂职工医院', '一级甲等', '专科医院', '山西省', '太原市', '尖草坪区', '0', '山西省太原市尖草坪区迎新街北二巷25号')
('太原市中心医院第三医院', '三级甲等', '综合医院', '山西省', '太原市', '万柏林区', '660', '太原市万柏林区众纺路29号（南内环街千峰南路站）')
('太原市万柏林区妇幼保健站', None, '妇幼保健院', '山西省', '太原市', '万柏林区', '0', '山西省太原市众纺路8号')
('太原爱尔眼科医院', None, '专科医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市迎泽区')
('山西省肛肠医院', None, '专科医院', '山西省', '太原市', '迎泽区', '100', '山西省太原市迎泽区双塔寺街22号')
('郝庄镇中心卫生院', None, '乡镇卫生院', '山西省', '太原市', '迎泽区', '0', '山西省太原市迎泽区')
('山西医科大学口腔医院', '三级未定', '专科医院', '山西省', '太原市', '迎泽区', '25', '山西省太原市迎泽区新建南路63号')
('太原建国泌尿外科医院', '未定级', '专科医院', '山西省', '太原市', '迎泽区', '20', '太原迎泽区桥东街5号')
('太原市迎泽区中心医院', None, '综合医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市兴隆街3号')
('太原市迎泽区中医院', None, '中医医院', '山西省', '太原市', '迎泽区', '50', '山西省太原市迎泽区双塔北路95号')
('太原市迎泽区柳巷地区医院', None, '综合医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市皇华馆5号')
('太原市迎泽区妇幼保健所', '一级甲等', '妇幼保健院', '山西省', '太原市', '迎泽区', '35', '山西省太原市迎泽区棉花巷21号')
('太原市南郊区中医院', None, '中医医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市南郊区晋源南街')
('太原市南城区桥东地区医院', None, '综合医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市南城区')
('太原市迎泽区骨伤科医院', None, '专科医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市五一路131号')
('太原市迎泽区口腔医院', None, '专科医院', '山西省', '太原市', '迎泽区', 0, '山西省太原市柳巷15号')
('山西太原斜颈病医院', None, '专科医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市建设南路65号')
('山西省国营新华化工厂医院', '二级乙等', '综合医院', '山西省', '太原市', '迎泽区', '138', '山西省太原市北城区迎新街')
('太钢疾病预防控制中心', None, '疾病预防控制中心', '山西省', '太原市', '迎泽区', '110', '山西省太原市大同路332号')
('太原钢铁公司胜利桥医院', None, '综合医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市胜利桥东')
('山西省西山矿务局官地矿职工医院', None, '专科医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市河西区官地')
('山西省西山矿务局西铭矿职工医院', None, '专科医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市河西区西路')
('山西省纺织印染厂职工医院', None, '专科医院', '山西省', '太原市', '迎泽区', '100', '山西省太原市河西区河平南路')
('山西省建筑职工医院', None, '专科医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市迎泽西大街龙城广场路北')
('国营山西机床厂职工医院', '一级甲等', '专科医院', '山西省', '太原市', '迎泽区', '60', '山西省太原市城北区')
('太原市三益计算机公司职工医院', None, '专科医院', '山西省', '太原市', '迎泽区', '150', '山西省太原市河西区和平南路')
('太原市煤炭气化公司职工医院', None, '专科医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市河西区下元')
('山西省职业病防治研究所附属医院', None, '综合医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市')
('山西省红十字普济医院', None, '综合医院', '山西省', '太原市', '迎泽区', 0, '山西省太原市迎泽西大街137号')
('中国人民解放军第二六四医院', '三级甲等', '专科医院', '山西省', '太原市', '迎泽区', '1000', '山西省太原市迎泽区桥东街中段30号')
('山西省中西医结合妇科医院', '二级甲等', '专科医院', '山西省', '太原市', '迎泽区', '30', '山西省太原市解放路85号')
('山西省第二人民医院', '三级甲等', '综合医院', '山西省', '太原市', '迎泽区', '350', '太原市迎泽区双塔西街寇庄西路9号')
('山西中西医结合医院', '三级甲等', '中西医结合医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市府东街13号')
('山西脑瘫康复医院', None, '专科医院', '山西省', '太原市', '小店区', '0', '山西太原市高新技术开发区长治路301号')
('山西省中医学校附属医院', None, '专科医院', '山西省', '太原市', '小店区', '0', '山西省太原市双塔寺街82号')
('山西中医学院白癜风研究所', None, '专科医院', '山西省', '太原市', '小店区', '0', '山西省太原市杏花岭区五一路南肖墙街17号')
('山西齿科医院', None, '专科医院', '山西省', '太原市', '小店区', '0', '山西省太原市漪汾苑锦绣庄10号')
('太原中医肝病医院', None, '专科医院', '山西省', '太原市', '小店区', '50', '山西省太原市体育路7号')
('太行仪表厂医院', None, '综合医院', '山西省', '太原市', '小店区', '0', '山西省太原市南城区')
('太原市制药厂职工医院', None, '专科医院', '山西省', '太原市', '小店区', '100', '山西省太原市河西区义井三巷')
('太原市东山煤矿职工医院', '一级甲等', '专科医院', '山西省', '太原市', '小店区', '100', '山西省太原市东山煤矿杨家岭村')
('太原市矿山机器厂职工医院', None, '专科医院', '山西省', '太原市', '小店区', '118', '山西省太原市北城区享堂区')
('山西广济中医糖尿病研究所附属广济医院', None, '综合医院', '山西省', '太原市', '小店区', '0', '太原市小店汾东北路169号')
('山西民生医院', None, '综合医院', '山西省', '太原市', '小店区', 0, '山西省太原市南内环街南二巷3号')
('中铁十七局集团中心医院', '二级甲等', '综合医院', '山西省', '太原市', '小店区', '300', '山西省太原市小店区人民北路19号')
('太原龙城白癜风医院', '未定级', '专科医院', '山西省', '太原市', '迎泽区', '50', '山西省太原市迎泽区起凤街20号')
('太原九龙泌尿外科医院', '一级未定', '专科医院', '山西省', '太原市', '迎泽区', '0', '太原市迎泽区双塔西街167号')
('太原市迎泽区中医医院', '三级甲等', '中医医院', '山西省', '太原市', '迎泽区', '1000', '山西省太原市迎泽区双塔北路95号(双塔北路与朝阳 街十字路口往南50米路西)')
('山西省第二人民医院山西省职业病医院', '三级甲等', '综合医院', '山西省', '太原市', '迎泽区', '350', '太原市菜园街131号')
('太原市迎泽区产科医院', None, '综合医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市迎泽区棉花巷21号')
('山西省精神卫生中心太原市精神病医院', '一级甲等', '专科医院', '山西省', '太原市', '迎泽区', '0', '太原市南城区南十方街63号')
('山西现代疼痛医院', '一级甲等', '综合医院', '山西省', '太原市', '迎泽区', '0', '太原市双塔西街体育西路16号')
('太原迎泽医学美容医院', None, '专科医院', '山西省', '太原市', '迎泽区', 0, '山西省太原市解放南路154号')
('太原市精神病医院', '三级甲等', '专科医院', '山西省', '太原市', '迎泽区', '0', '山西省太原市迎泽区建设南路南十方街63号')
('太原圣安中医医院', '未定级', '中医医院', '山西省', '太原市', '迎泽区', '0', '太原市迎泽区五一广场影都背后起凤街20号')
('太原红十字齿科医院', None, '专科医院', '山西省', '太原市', '迎泽区', '20', '太原市南内环街师院南门旁（大营盘往西100米）')
('山西肛泰肛肠医院', None, '专科医院', '山西省', '太原市', '迎泽区', '100', '山西省太原市迎泽区建设南路65号')
('黑土巷社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '迎泽区', '0', '山西省太原市黑土巷铁路宿舍中区10号楼')
('解放南路社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '迎泽区', '0', '山西省太原市解放南路107号')
('桥东社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '迎泽区', '0', '山西省太原市迎泽区双塔北路95号，东方红背后')
('棉花巷社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '迎泽区', '0', '山西省太原市迎泽区云路街25号')
('庙前社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '迎泽区', '0', '山西省太原市迎泽区兴隆街8号')
('老军营社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '迎泽区', '0', '山西省太原市双塔西街西里街南二条9号')
('山西省太原市白癜风医院', None, '专科医院', '山西省', '太原市', '小店区', '0', '山西省太原市小店区并州路47号（原二营盘）')
('山西省荣军医院', '二级甲等', '综合医院', '山西省', '太原市', '小店区', '330', '山西省太原市小店区荣军南街7号')
('山西省一Ｏ九医院', '二级甲等', '综合医院', '山西省', '太原市', '小店区', '250', '太原市太堡街73号')
('太原市商业职工医院', '二级甲等', '专科医院', '山西省', '太原市', '小店区', '310', '山西省太原市小店区体育西路22号')
('太原市妇幼保健院', '三级甲等', '妇幼保健院', '山西省', '太原市', '小店区', '130', '山西省太原市南内环街395号')
('山西众植齿科医院', None, '专科医院', '山西省', '太原市', '小店区', '0', '太原市小店区体育路许坦西街交叉路口（美特好旁）')
('中辅院附属医院', '一级甲等', '综合医院', '山西省', '太原市', '小店区', '0', '山西省太原市')
('山西省一零九医院', '一级甲等', '综合医院', '山西省', '太原市', '小店区', '0', '太原市太堡街73号')
('太原癫痫病医院', None, '专科医院', '山西省', '太原市', '小店区', '120', '太原市南内环街8-1号')
('中铁三局集团中心医院', '二级甲等', '综合医院', '山西省', '太原市', '小店区', '210', '太原市小店区坞城东街2号')
('中国辐射防护研究院附属医院', '二级未定', '综合医院', '山西省', '太原市', '小店区', '0', '小店区学府街102号')
('太原市小店区结核病防治院', None, '综合医院', '山西省', '太原市', '小店区', '0', '山西省太原市小店区农科南路82号')
('山西省水利职工医院', '一级甲等', '专科医院', '山西省', '太原市', '小店区', '0', '山西省太原市小店区平阳路186号')
('太原东方国科医院', '一级甲等', '综合医院', '山西省', '太原市', '小店区', '0', '太原市亲贤北街288号')
('太原航空仪表有限公司医院', '一级甲等', '综合医院', '山西省', '太原市', '小店区', '0', '山西省太原市小店区并州南路489号')
('太原玛丽妇科医院', None, '专科医院', '山西省', '太原市', '小店区', '100', '太原市体育西路亲贤北街梅园百盛东侧北50米')
('太原益民中医院', None, '中医医院', '山西省', '太原市', '小店区', '0', '太原市南内环街8号,南内环街与建设南路交汇处，向西300米马路对面。')
('山西省中医院', '三级甲等', '中医医院', '山西省', '太原市', '小店区', '620', '太原市并州西街16号')
('山西省中西医结合医院', '三级乙等', '中西医结合医院', '山西省', '太原市', '小店区', '750', '山西省太原市府东街13号')
('太原经济技术开发区丁一堂专科门诊部', '未定级', '门诊部', '山西省', '太原市', '小店区', '0', '太原市小店区庆云街（富士康南二门对面二楼）')
('太原肛肠医院', None, '专科医院', '山西省', '太原市', '小店区', '100', '太原市平阳路20号(黄河京都大酒店斜对面)')
('小店社区卫生服务中心', None, '社区卫生服务中心', '山西省', '太原市', '小店区', '0', '山西省太原市人民北路')
('山西中医学院第三中医院', '三级甲等', '中医医院', '山西省', '太原市', '小店区', '400', '山西省太原市小店区平阳路北园街2号')
('太原市小店区人民医院', '二级乙等', '综合医院', '山西省', '太原市', '小店区', '151', '山西省太原市小店昌盛西街118号')
('太原市小店区妇幼保健院', '二级甲等', '妇幼保健院', '山西省', '太原市', '小店区', '0', '山西省太原市小店镇永康南路10号')
('太原市小店区骨科医院', None, '专科医院', '山西省', '太原市', '小店区', '0', '山西省太原市小店人民南路29号')
('太原市小店区亲贤医院', None, '综合医院', '山西省', '太原市', '小店区', '0', '山西省太原市杨家堡东街14号')
('太原市小店区黄陵医院', None, '综合医院', '山西省', '太原市', '小店区', '0', '山西省太原市小店区黄陵西孝2号')
('太原市南郊区人民医院', None, '综合医院', '山西省', '太原市', '小店区', '0', '山西省太原市小店镇西大街')
('太原市南城区双塔东街医院', None, '综合医院', '山西省', '太原市', '小店区', '0', '山西省太原市南城区')
('沈阳市东陵区望花医院', None, '综合医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市望花中街二环桥头北')
('沈阳医学会血磁医院', None, '综合医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市长青街129号')
('辽宁省糖尿病治疗中心', '二级甲等', '综合医院', '辽宁省', '沈阳市', '东陵区', '100', '沈阳市东陵区泉园一路48号')
('沈阳市东陵区中医院', None, '中医医院', '辽宁省', '沈阳市', '东陵区', '30', '沈阳市东陵区南塔街26号')
('沈阳市第二工人医院', None, '综合医院', '辽宁省', '沈阳市', '东陵区', '200', '沈阳市东陵区七间房')
('沈阳市东陵区红十字会医院', None, '综合医院', '辽宁省', '沈阳市', '东陵区', '100', '沈阳市东陵区白塔镇')
('沈阳铁路局结核防治病医院', None, '综合医院', '辽宁省', '沈阳市', '东陵区', '150', '沈阳市东陵区乱泥洼子')
('沈阳市精神市卫生中心', None, '综合医院', '辽宁省', '沈阳市', '东陵区', '800', '沈阳市东陵区孤家子路232号')
('沈北新区中心医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '新城子区', '0', '辽宁省沈阳市沈北新区青州路16号')
('沈阳市益民医院', '一级甲等', '综合医院', '辽宁省', '沈阳市', '新城子区', '0', '辽宁省沈阳市新城子区虎石台镇建设北一路50号')
('新城化工厂职工医院', None, '专科医院', '辽宁省', '沈阳市', '新城子区', '0', '沈阳市杭州西路4号')
('沈阳矿务局沈阳职工总医院', None, '综合医院', '辽宁省', '沈阳市', '新城子区', '330', '沈阳市新城子区建设北一路')
('沈阳矿务局沈阳职工总医院清水分院', None, '综合医院', '辽宁省', '沈阳市', '新城子区', '150', '沈阳市新城子区')
('沈阳煤业（集团）公司总医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '新城子区', '350', '沈阳市新城子区虎石台镇')
('沈阳市新城子区妇幼保健院', '二级甲等', '妇幼保健院', '辽宁省', '沈阳市', '新城子区', '58', '沈阳市新城子区福州路56号')
('沈阳市新城子区红十字会医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '新城子区', '70', '沈阳市新城子区虎石台村')
('沈阳市新城子区中医院', '二级甲等', '中医医院', '辽宁省', '沈阳市', '新城子区', '20', '沈阳市新城子区贵州路25号')
('沈阳市新城子区第三医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '新城子区', '70', '沈阳市新城子区飞马街39号')
('沈阳市新城子区第二医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '新城子区', '100', '沈阳市新城子区清水台镇')
('沈阳矿务局职工医院', '二级甲等', '专科医院', '辽宁省', '沈阳市', '新城子区', '330', '沈阳市新城子区建设北一路')
('沈阳市煤炭工业公司职工医院', None, '专科医院', '辽宁省', '沈阳市', '新城子区', '60', '沈阳市新城子区')
('沈阳市新城子区医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '新城子区', '207', '沈阳市新城子区青州路16号')
('辽宁省马三家劳动教养院医院', '一级甲等', '综合医院', '辽宁省', '沈阳市', '于洪区', '0', '辽宁省沈阳市马三家镇马三家村')
('沈阳市盛京华侨医院', None, '综合医院', '辽宁省', '沈阳市', '于洪区', 0, '沈阳市于洪区崇山东路6号')
('沈阳防水总公司职工医院', '一级甲等', '专科医院', '辽宁省', '沈阳市', '于洪区', '0', '沈阳市于洪区沈新路79号')
('于洪区康复医院', '二级甲等', '专科医院', '辽宁省', '沈阳市', '于洪区', '100', '沈阳市于洪区陵西街43号')
('于洪区肿瘤医院', '二级甲等', '专科医院', '辽宁省', '沈阳市', '于洪区', '0', '沈阳市于洪区迎滨路124号')
('于洪区红十字会医院二院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '于洪区', '0', '沈阳市于洪区长江北街43号')
('于洪区红十字会医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '于洪区', '0', '沈阳市于洪区鸭绿江街1号')
('于洪区中西区结合医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '于洪区', '0', '沈阳市于洪区于洪乡张士村')
('沈阳矿务局林盛煤矿职工医院', None, '专科医院', '辽宁省', '沈阳市', '苏家屯区', '100', '沈阳市苏家屯区林盛堡镇')
('沈阳有色金属加工厂职工医院', None, '专科医院', '辽宁省', '沈阳市', '苏家屯区', '120', '沈阳市苏家屯区中兴')
('沈阳血栓病医疗中心', '二级甲等', '综合医院', '辽宁省', '沈阳市', '苏家屯区', '0', '沈阳市姚千户屯镇')
('沈阳市苏家屯区妇婴医院', '二级甲等', '专科医院', '辽宁省', '沈阳市', '苏家屯区', '100', '沈阳市苏家屯区海棠街68号')
('沈阳市苏家屯区第四医院', None, '综合医院', '辽宁省', '沈阳市', '苏家屯区', '0', '沈阳市苏家屯区林盛堡镇')
('沈阳市苏家屯区中心医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '苏家屯区', '600', '沈阳市海棠街31号')
('辽宁省医学会肿瘤医院', '一级甲等', '专科医院', '辽宁省', '沈阳市', '东陵区', '0', '辽宁省沈阳市东陵区20号')
('沈阳铁路局结核病医院', '一级甲等', '综合医院', '辽宁省', '沈阳市', '东陵区', '0', '辽宁省沈阳市东陵区英达镇')
('沈阳市浑南新区医院', '一级甲等', '综合医院', '辽宁省', '沈阳市', '东陵区', '0', '辽宁省沈阳市东陵区营盘路西合里1号')
('辉山畜牧场职工医院', None, '专科医院', '辽宁省', '沈阳市', '东陵区', '0', '辉山畜牧场冯道村')
('沈阳市第一结核病医院', None, '综合医院', '辽宁省', '沈阳市', '东陵区', '540', '沈阳市东陵区七间房')
('沈阳市工人医院', None, '综合医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区东陵路184号')
('东陵区地方病防治站', '二级甲等', '综合医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区丰乐一街13号')
('东陵区汪家乡骨科医院', '二级甲等', '专科医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区汪家镇石庙子村')
('东陵区结核病防治所', '二级甲等', '专科疾病防治院（所、站）', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区丰乐一街13号')
('东陵区肝胆病专科医院', '二级甲等', '专科医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区泉园二路87号')
('东陵区第二医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '东陵区', '160', '沈阳市东陵区南塔街营盘路西合里1号')
('东陵区中心医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区泉园二路87号')
('东陵区人民医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区东陵路20号')
('沈阳市东陵区中心医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '东陵区', '200', '辽宁省沈阳市东陵区泉园二路87号')
('沈阳市东陵区地方病防治站', None, '综合医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区丰乐一街13号')
('沈阳市东陵区汪家乡骨科医院', None, '专科医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区汪家镇石庙子村')
('沈阳市东陵区结核病防治所', None, '专科疾病防治院（所、站）', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区丰乐一街13号')
('沈阳市东陵区肝胆病专科医院', None, '专科医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区泉园二路87号')
('沈阳市东陵区第二医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '东陵区', '160', '沈阳市东陵区南塔街营盘路西合里1号')
('沈阳市东陵区人民医院', None, '综合医院', '辽宁省', '沈阳市', '东陵区', '0', '沈阳市东陵区东陵路20号')
('沈阳市北方脑血管病医院', None, '综合医院', '辽宁省', '沈阳市', '东陵区', 0, '沈阳市东陵区泉园二路89号')
('辽宁高科技肿瘤研究所肺科医院', None, '专科医院', '辽宁省', '沈阳市', '东陵区', 0, '沈阳市东陵区东陵路20号')
('沈阳市传染病院', None, '综合医院', '辽宁省', '沈阳市', '东陵区', '480', '沈阳市东陵区烂泥洼')
('沈阳市肝胆病医院', None, '专科医院', '辽宁省', '沈阳市', '东陵区', '58', '沈阳市东陵区东棋路32号')
('沈阳市铁西区第一医院', None, '综合医院', '辽宁省', '沈阳市', '铁西区', '57', '沈阳市铁西区肇工南街180号')
('沈阳共济爱婴医院', None, '综合医院', '辽宁省', '沈阳市', '铁西区', '23', '沈阳市铁西区赞工街16号')
('沈阳市沈辽老年病院', None, '综合医院', '辽宁省', '沈阳市', '铁西区', 0, '沈阳市铁西区沈辽西路24号')
('沈阳市铁西凌空医院', None, '综合医院', '辽宁省', '沈阳市', '铁西区', 0, '沈阳市铁西区凌空二街21号')
('沈阳东药医院', '二级甲等', '综合医院', '辽宁省', '沈阳市', '铁西区', '150', '沈阳市重工北街37号')
